RespondentID,U_Death,U_2,U_4,U_6,U_8,U_10
0,0.0,0.07281331160626962,0.2486001960074241,0.3298972873289271,0.5261658277787837,1.0
1,0.0,0.19806977242655657,0.676252503314902,0.8974002031209987,0.9996755509543918,1.0
2,0.0,0.8585055489563923,0.8865404185609073,0.9542225809794883,0.9855239090491269,1.0
3,0.0,0.9621582938362292,0.9935779886062759,0.9987533046698913,0.9996057603208561,1.0
4,0.0,0.9528877425467133,0.9840047034592101,0.99839552915459,0.9988654677849944,1.0
5,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
6,0.0,0.8530670147175932,0.8809242866369099,0.8938075867016886,0.9249106244461995,1.0
7,0.0,0.08487513090406919,0.12412778215583298,0.2188920651669424,0.4476732824409251,1.0
8,0.0,0.08076151050507567,0.2757370444841666,0.7464496229474243,0.9641425618027436,1.0
9,0.0,0.03901459456451651,0.13320415789265994,0.36059787911346336,0.9095748848832138,1.0
10,0.0,0.7346593063878641,0.8556692059893847,0.9116332950750099,0.9375153037164289,1.0
11,0.0,0.9539553962291545,0.9851072218339137,0.9995141715881528,0.9999846367566655,1.0
12,0.0,0.2691985068696321,0.9191011931248849,0.9403240461244237,0.9915605456681608,1.0
13,0.0,0.8585055489563923,0.8865404185609073,0.9542225809794883,0.9855239090491269,1.0
14,0.0,0.1864796364522779,0.2727218614391265,0.48092901065160837,0.9835855340634209,1.0
15,0.0,0.09392612054032505,0.320683834609868,0.868125383289279,0.958297584563242,1.0
16,0.0,0.15334843700474846,0.22426830073437098,0.3954839975920775,0.8088352550371132,1.0
17,0.0,0.017456798842392644,0.059601239363315926,0.16134691924755515,0.40698271953695697,1.0
18,0.0,0.10805978348286312,0.19548198472897665,0.40653784862985404,0.9160717776777225,1.0
19,0.0,0.3371090191457688,0.3926361569726455,0.5266905261940513,0.8503264024637398,1.0
20,0.0,0.9943998187526165,0.9975543626283598,0.9990132612396961,0.9996879658061868,1.0
21,0.0,0.08315201290228932,0.28389873018961886,0.7685441776665675,0.9926807242371909,1.0
22,0.0,0.3604971736790585,0.6521455136095539,0.7870256658226532,0.8494044040845081,1.0
23,0.0,0.09651758298615437,0.32953164083879904,0.8920773395302429,0.9847374309876283,1.0
24,0.0,0.19485047176256184,0.6652611233265346,0.8828144284498652,0.9834274575399357,1.0
25,0.0,0.7737449608866478,0.9011928802418587,0.9601343944159848,0.9873933886052584,1.0
26,0.0,0.9311348527316238,0.9340887005620269,0.9412199200553724,0.9584362068724664,1.0
27,0.0,0.8544993419034124,0.9952487732033485,0.9998450066909478,0.9999950986812132,1.0
28,0.0,0.9672085409915121,0.9987931537642916,0.9998245629400042,0.9999944521930442,1.0
29,0.0,0.946050891510301,0.9769445920984535,0.9820332686781768,0.994318420691475,1.0
30,0.0,0.11802424967908666,0.40295999394324616,0.5347357364914864,0.8528705213432333,1.0
31,0.0,0.10805978348286312,0.19548198472897665,0.40653784862985404,0.9160717776777225,1.0
32,0.0,0.2999262061768229,0.43863466702891696,0.7735065144339399,0.9283764710420779,1.0
33,0.0,0.03353315770589155,0.11448936182865081,0.30993492778006093,0.7817822638056406,1.0
34,0.0,0.4104707431347128,0.7425485500244093,0.8961263319193752,0.9671522619948896,1.0
35,0.0,0.9625109601346868,0.9939421713750733,0.9991193843818126,0.9999721524890343,1.0
36,0.0,0.7346593063878641,0.8556692059893847,0.9116332950750099,0.9375153037164289,1.0
37,0.0,0.21481304450974967,0.7334176099398428,0.9732594096232882,0.9810915472116953,1.0
38,0.0,0.042811249907718556,0.14616675005707663,0.39568900026351145,0.9980890008257393,1.0
39,0.0,0.9998806316142428,0.9998906305205479,0.9999147700157589,0.9999730479124858,1.0
40,0.0,0.6129258463900217,0.7894528759573578,0.8710922661333584,0.908848467235507,1.0
41,0.0,0.2483810421410195,0.8480259227142322,0.9467968307579949,0.9924759356496725,1.0
42,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
43,0.0,0.15888925731161324,0.5424818572286985,0.719883958255453,0.8019280473632969,1.0
44,0.0,0.2414057088485882,0.8242106451851408,0.9920626371261139,0.9999206263712612,1.0
45,0.0,0.809077393027317,0.8354981648453379,0.899283550496769,0.9287827155792329,1.0
46,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
47,0.0,0.8710281406269198,0.8994719408726175,0.9681413491912123,0.9998992541002641,1.0
48,0.0,0.03353315770589155,0.11448936182865081,0.30993492778006093,0.7817822638056406,1.0
49,0.0,0.19747430906162813,0.6742194642184671,0.8947023207632249,0.9966701950128197,1.0
50,0.0,0.9452042816359019,0.9760703358128419,0.9903451233415336,0.9969468599231252,1.0
51,0.0,0.08487513090406919,0.12412778215583298,0.2188920651669424,0.4476732824409251,1.0
52,0.0,0.19485047176256184,0.6652611233265346,0.8828144284498652,0.9834274575399357,1.0
53,0.0,0.31442563637088405,0.4598397254876349,0.8109003915934248,0.973257276915198,1.0
54,0.0,0.19747430906162813,0.6742194642184671,0.8947023207632249,0.9966701950128197,1.0
55,0.0,0.6829705587478603,0.9988275697732976,0.9998295659331429,0.9999946104015786,1.0
56,0.0,0.8539640764770582,0.9946253411738625,0.9992186955429456,0.9999752929836966,1.0
57,0.0,0.9599947779058287,0.9913438221284563,0.9965075009398439,0.9988955748243908,1.0
58,0.0,0.08487513090406919,0.12412778215583298,0.2188920651669424,0.4476732824409251,1.0
59,0.0,0.2083468896634567,0.7113407763672248,0.9439630227925981,0.9822795518833669,1.0
60,0.0,0.828428453604227,0.9648836010801162,0.9873599020710553,0.9910621010395811,1.0
61,0.0,0.9533000483566766,0.997928780138541,0.9993861506559946,0.9998058837932743,1.0
62,0.0,0.08487513090406919,0.12412778215583298,0.2188920651669424,0.4476732824409251,1.0
63,0.0,0.21183565454917613,0.7232521647559791,0.9597696664754293,0.9987278051503412,1.0
64,0.0,0.49650502168106847,0.7261263283371272,0.8323205100030369,0.8814326955572456,1.0
65,0.0,0.9331803812825784,0.9636537897987503,0.9777469884094223,0.9842647446024796,1.0
66,0.0,0.2927974371197156,0.9996729808422168,0.9998965852261749,0.9999999967297376,1.0
67,0.0,0.15888925731161324,0.5424818572286985,0.719883958255453,0.8019280473632969,1.0
68,0.0,0.951787129449869,0.9828681493661864,0.9972423532387349,0.9996100098549985,1.0
69,0.0,0.9682800574966478,0.9998996611038338,0.999999968269052,0.9999999999989966,1.0
70,0.0,0.09542740123470318,0.3258095275175427,0.8820011813179252,0.9736146620162209,1.0
71,0.0,0.1891828381032088,0.6459106116202091,0.8571359236744597,0.9548224122995154,1.0
72,0.0,0.9673446038881068,0.9989336598535584,0.9999652141236474,0.9999988999740033,1.0
73,0.0,0.9995375460964018,0.9998537276070266,0.999999953744608,1.0,1.0
74,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
75,0.0,0.9998332284294271,0.9998648469321135,0.999879469708489,0.9999147722135342,1.0
76,0.0,0.28596041690102686,0.5173072538925026,0.7044707766134972,0.7910292821046098,1.0
77,0.0,0.10817254117696479,0.36932415716275535,0.9997999303113014,0.999999367324093,1.0
78,0.0,0.017456798842392644,0.059601239363315926,0.16134691924755515,0.40698271953695697,1.0
79,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
80,0.0,0.7737449608866478,0.9011928802418587,0.9601343944159848,0.9873933886052584,1.0
81,0.0,0.5581704404779388,0.816310479918791,0.9356938709587516,0.9909057400166151,1.0
82,0.0,0.8581924056794439,0.999550142452235,0.999998572926996,0.999999995487199,1.0
83,0.0,0.4243323960673101,0.7676245157496052,0.8241701071217449,0.9606832407047717,1.0
84,0.0,0.10503105776283102,0.3585984618842497,0.9707643278899183,0.9907548687206281,1.0
85,0.0,0.03353315770589155,0.11448936182865081,0.30993492778006093,0.7817822638056406,1.0
86,0.0,0.07281331160626962,0.2486001960074241,0.3298972873289271,0.5261658277787837,1.0
87,0.0,0.03353315770589155,0.11448936182865081,0.30993492778006093,0.7817822638056406,1.0
